stream_comid,totma,fromnode,tonode,stream_order
7702802,-9999,150039600,150039605,6
7702796,-9999,150039597,150039600,6
7702782,-9999,150039590,150039597,6
7702774,-9999,150039586,150039590,6
7702768,-9999,150039583,150039586,6
7702754,-9999,150039572,150039580,6
7702762,-9999,150039580,150039583,6
7702748,-9999,150039573,150039572,6
7702736,-9999,150039567,150039573,6
7702730,-9999,150039564,150039567,6
7702726,-9999,150039562,150039564,6
7704884,-9999,150039710,150039562,4
7702718,-9999,150039558,150039710,4
7702708,-9999,150039553,150039558,4
7702010,0.0221869392472,150039378,150039545,2
7702692,-9999,150039545,150039553,2
7702004,0.014967529596,150039376,150039378,2
7702002,0.00756010379808,150039375,150039376,2
7702690,1.40734999584,150039544,150039375,2
7701986,0.00268458427181,150039370,150039544,2
7701988,0.00922656451934,150039371,150039370,2
7701216,0.357503647788,150039268,150039019,2
7701462,0.0368728837955,150039353,150039027,2
7700556,0.0373020132183,150039027,150039365,2
7700534,0.0721270667414,150039019,150039353,2
7701974,0.013488873433,150039365,150039371,2
7700528,0.00460975011309,150039016,150039268,2
7702694,-9999,150039546,150039553,4
7701232,-9999,150039276,150039279,4
7700526,-9999,150039015,150039284,4
7701238,-9999,150039279,150039015,4
7702686,-9999,150039542,150039546,4
7701248,-9999,150039284,150039542,4
7700472,0.00613491588192,150038995,150039240,4
7700854,0.00961769291318,150039092,150039237,4
7700502,0.0383011345109,150039005,150039310,4
7701302,0.00306510939689,150039310,150039266,4
7701154,0.00925316763791,150039237,150038995,4
7701160,0.0165827393575,150039240,150039005,4
7701212,0.0487525407138,150039266,150039276,4
7700458,0.00412618862767,150038988,150039092,4
7701144,0.0493965118643,150039232,150038988,4
7700846,0.083347025647,150039089,150039330,4
7701410,5.93380847784e-4,150039330,150039232,4
7700400,0.0501703096297,150038966,150039089,3
7700478,0.160719545841,150064052,150039347,1
7700394,0.0615414219309,150038964,150038966,3
7700826,0.0832172333862,150039082,150038964,2
7700364,0.0632219524746,150038954,150039082,2
7700804,0.308965883041,150039072,150038954,1
7701336,79.313038216,150064091,150039072,1
7700832,0.0927055269686,150039083,150039089,3
7700816,0.0330546440414,150039078,150039083,2
7700810,0.33101278053,150039075,150039078,2
7700280,0.00513571811192,150038923,150039075,2
7700774,0.127823194886,150039062,150039178,1
7700172,0.0432150112579,150064013,150039156,1
7700276,0.100337619051,150038921,150038923,1
7701016,0.878584598073,150039169,150039062,1
7700754,0.184499166561,150039054,150039169,1
7700990,3.23450038044,150039156,150039054,1
7701036,0.524547901314,150039178,150038921,1
7700512,0.101615011033,150039009,150039267,1
7701214,-9999,150039267,150039276,1
7701168,10.2418406641,150039244,150039009,1
7700484,0.11772802532,150064053,150039244,1
7702720,-9999,150039559,150039562,6
7702710,-9999,150039554,150039559,6
7702702,-9999,150039550,150039554,6
7701254,-9999,150039287,150039547,6
7702696,-9999,150039547,150039550,6
7701252,-9999,150039286,150039287,6
7701190,-9999,150039255,150039272,6
7701224,-9999,150039272,150039286,6
7701182,-9999,150039251,150039255,6
7701194,-9999,150039257,150039251,6
7701202,-9999,150039261,150039257,6
7701204,-9999,150039262,150039261,6
